line_number,book_number,original_text,verse_normalized,verse_syllabified
862,2,"Diese setzte sich hinten am Steuer, nahe der Göttin",diese setzte sich hinten am steuer nahe der göttin,die|se|setz|te|sich|hin|ten|am|steu|er|na|he|der|göt|tin
863,2,"Setzte Telemachos sich. Die andern lösten die Seile,",setzte telemachos sich die andern lösten die seile,setz|te|te|le|ma|chos|sich|die|an|dern|lös|ten|die|sei|le
864,2,"Traten dann selber ins Schiff, und setzten sich hin auf die Bänke.",traten dann selber ins schiff und setzten sich hin auf die bänke,tra|ten|dann|sel|ber|ins|schiff|und|setz|ten|sich|hin|auf|die|bän|ke
865,2,"Einen günstigen Wind' sandt' ihnen Pallas Athene,",einen günstigen wind' sandt' ihnen pallas athene,ei|nen|güns|ti|gen|wind'|sandt'|ih|nen|pal|las|a|the|ne
866,2,Leise streifte der West das rauschende dunkle Gewässer.,leise streifte der west das rauschende dunkle gewässer,lei|se|streif|te|der|west|das|rau|schen|de|dunk|le|ge|wäs|ser
867,2,"Aber Telemachos trieb und ermahnte die lieben Gefährten,",aber telemachos trieb und ermahnte die lieben gefährten,a|ber|te|le|ma|chos|trieb|und|er|mahn|te|die|lie|ben|ge|fähr|ten
868,2,Schnell die Geräte zu ordnen. Sie folgeten seinem Befehle:,schnell die geräte zu ordnen sie folgeten seinem befehle,schnell|die|ge|rä|te|zu|ord|nen|sie|fol|ge|ten|sei|nem|be|feh|le
869,2,"Stellten den fichtenen Mast in die mittlere Höhle des Bodens,",stellten den fichtenen mast in die mittlere höhle des bodens,stell|ten|den|fich|te|n|en|mast|in|die|mitt|le|re|höh|le|des|bo|dens
870,2,"Richteten hoch ihn empor, und banden ihn fest mit den Seilen;",richteten hoch ihn empor und banden ihn fest mit den seilen,rich|te|ten|hoch|ihn|em|por|und|ban|den|ihn|fest|mit|den|sei|len
871,2,"Spannten die weißen Segel mit starkgeflochtenen Riemen,",spannten die weißen segel mit starkgeflochtenen riemen,spann|ten|die|wei|ßen|se|gel|mit|stark|ge|floch|te|nen|rie|men
872,2,"Hochauf wölbte der Wind das volle Segel, und donnernd",hochauf wölbte der wind das volle segel und donnernd,hoch|auf|wölb|te|der|wind|das|vol|le|se|gel|und|don|nernd
873,2,Wogte die purpurne Flut um den Kiel des gleitenden Schiffes;,wogte die purpurne flut um den kiel des gleitenden schiffes,wog|te|die|pur|pur|ne|flut|um|den|kiel|des|glei|ten|den|schif|fes
874,2,Schnell durchlief es die Wogen in unaufhaltsamer Eile.,schnell durchlief es die wogen in unaufhaltsamer eile,schnell|durch|lief|es|die|wo|gen|in|un|auf|halt|sa|mer|ei|le
875,2,"Als sie nun die Geräte des schwarzen Schiffes befestigt,",als sie nun die geräte des schwarzen schiffes befestigt,als|sie|nun|die|ge|rä|te|des|schwar|zen|schif|fes|be|fes|tigt
876,2,"Stellten sie Kelche hin, bis oben mit Weine gefüllet.",stellten sie kelche hin bis oben mit weine gefüllet,stell|ten|sie|kel|che|hin|bis|o|ben|mit|wei|ne|ge|fül|let
877,2,"Und sie gossen des Weins für alle unsterblichen Götter,",und sie gossen des weins für alle unsterblichen götter,und|sie|gos|sen|des|weins|für|al|le|un|sterb|li|chen|göt|ter
878,2,"Aber am meisten für Zeus' blauäugichte Tochter Athene,",aber am meisten für zeus' blauäugichte tochter athene,a|ber|am|meis|ten|für|zeus'|blau|äu|gich|te|toch|ter|a|the|ne
879,2,Welche die ganze Nacht und den Morgen die Wasser beschiffte.,welche die ganze nacht und den morgen die wasser beschiffte,wel|che|die|gan|ze|nacht|und|den|mor|gen|die|was|ser|be|schiff|te
880,3,Jetzo erhub sich die Sonn' aus ihrem strahlenden Teiche,jetzo erhub sich die sonn' aus ihrem strahlenden teiche,jet|zo|er|hub|sich|die|sonn'|aus|ih|rem|strah|len|den|tei|che
881,3,"Auf zum ehernen Himmel, zu leuchten den ewigen Göttern",auf zum ehernen himmel zu leuchten den ewigen göttern,auf|zum|e|her|nen|him|mel|zu|leuch|ten|den|e|wi|gen|göt|tern
882,3,Und den sterblichen Menschen auf lebenschenkender Erde.,und den sterblichen menschen auf lebenschenkender erde,und|den|sterb|li|chen|men|schen|auf|le|ben|s|chen|ken|der|er|de
883,3,"Und die Schiffenden kamen zur wohlgebaueten Pylos,",und die schiffenden kamen zur wohlgebaueten pylos,und|die|schif|fen|den|ka|men|zur|wohl|ge|bau|e|ten|py|los
884,3,Neleus' Stadt. Dort brachten am Meergestade die Männer,neleus' stadt dort brachten am meergestade die männer,ne|leus'|stadt|dort|brach|ten|am|meer|ge|sta|de|die|män|ner
885,3,Schwarze Stiere zum Opfer dem bläulichgelockten Poseidon,schwarze stiere zum opfer dem bläulichgelockten poseidon,schwar|ze|stie|re|zum|op|fer|dem|bläu|lich|ge|lock|ten|po|sei|don
886,3,"Neun war der Bänke Zahl, fünfhundert saßen auf jeder;",neun war der bänke zahl fünfhundert saßen auf jeder,neun|war|der|bän|ke|zahl|fünf|hun|dert|sa|ßen|auf|je|der
887,3,Jede von diesen gab neun Stiere. Sie kosteten jetzo,jede von diesen gab neun stiere sie kosteten jetzo,je|de|von|die|sen|gab|neun|stie|re|sie|kos|te|ten|jet|zo
888,3,"Alle der Eingeweide, und brannten dem Gotte die Lenden.",alle der eingeweide und brannten dem gotte die lenden,al|le|der|ein|ge|wei|de|und|brann|ten|dem|got|te|die|len|den
889,3,"Jene steurten ans Land, und zogen die Segel herunter,",jene steurten ans land und zogen die segel herunter,je|ne|steur|ten|ans|land|und|zo|gen|die|se|gel|her|un|ter
890,3,"Banden das gleichgezimmerte Schiff, und stiegen ans Ufer.",banden das gleichgezimmerte schiff und stiegen ans ufer,ban|den|das|gleich|ge|zim|mer|te|schiff|und|stie|gen|ans|u|fer
891,3,"Auch Telemachos stieg aus dem Schiffe, geführt von der Göttin.",auch telemachos stieg aus dem schiffe geführt von der göttin,auch|te|le|ma|chos|stieg|aus|dem|schif|fe|ge|führt|von|der|göt|tin
892,3,Ihn erinnerte Zeus' blauäugichte Tochter Athene:,ihn erinnerte zeus' blauäugichte tochter athene,ihn|er|in|ner|te|zeus'|blau|äu|gich|te|toch|ter|a|the|ne
893,3,"Jetzo, Telemachos, brauchst du dich keinesweges zu scheuen!",jetzo telemachos brauchst du dich keinesweges zu scheuen,jet|zo|te|le|ma|chos|brauchst|du|dich|kei|nes|we|ges|zu|scheu|en
894,3,"Darum bist du die Wogen durchschifft, nach dem Vater zu forschen,",darum bist du die wogen durchschifft nach dem vater zu forschen,da|rum|bist|du|die|wo|gen|durch|schifft|nach|dem|va|ter|zu|for|schen
895,3,"Wo ihn die Erde verbirgt, und welches Schicksal ihn hinnahm.",wo ihn die erde verbirgt und welches schicksal ihn hinnahm,wo|ihn|die|er|de|ver|birgt|und|wel|ches|schick|sal|ihn|hin|nahm
896,3,Auf denn! und gehe gerade zum Rossebändiger Nestor;,auf denn und gehe gerade zum rossebändiger nestor,auf|denn|und|ge|he|ge|ra|de|zum|ros|se|bän|di|ger|ne|stor
897,3,"Daß wir sehen, was etwa sein Herz für Rat dir bewahre.",daß wir sehen was etwa sein herz für rat dir bewahre,daß|wir|se|hen|was|et|wa|sein|herz|für|rat|dir|be|wah|re
898,3,"Aber du mußt ihm flehn, daß er die Wahrheit verkünde.",aber du mußt ihm flehn daß er die wahrheit verkünde,a|ber|du|mußt|ihm|flehn|daß|er|die|wahr|heit|ver|kün|de
899,3,Lügen wird er nicht reden: denn er ist viel zu verständig!,lügen wird er nicht reden denn er ist viel zu verständig,lü|gen|wird|er|nicht|re|den|denn|er|ist|viel|zu|ver|stän|dig
900,3,Und der verständige Jüngling Telemachos sagte dagegen:,und der verständige jüngling telemachos sagte dagegen,und|der|ver|stän|di|ge|jüng|ling|te|le|ma|chos|sag|te|da|ge|gen
901,3,"Mentor, wie geh ich doch, und wie begrüß' ich den König?",mentor wie geh ich doch und wie begrüß' ich den könig,men|tor|wie|geh|ich|doch|und|wie|be|grüß'|ich|den|kö|nig
902,3,Unerfahren bin ich in wohlgeordneten Worten;,unerfahren bin ich in wohlgeordneten worten,un|er|fah|ren|bin|ich|in|wohl|ge|ord|ne|ten|wor|ten
903,3,"Und ich scheue mich auch, als Jüngling den Greis zu befragen!",und ich scheue mich auch als jüngling den greis zu befragen,und|ich|scheu|e|mich|auch|als|jüng|ling|den|greis|zu|be|fra|gen
904,3,Drauf antwortete Zeus' blauäugichte Tochter Athene:,drauf antwortete zeus' blauäugichte tochter athene,drauf|ant|wor|te|te|zeus'|blau|äu|gich|te|toch|ter|a|the|ne
905,3,"Einiges wird dein Herz dir selber sagen, o Jüngling;",einiges wird dein herz dir selber sagen o jüngling,ei|ni|ges|wird|dein|herz|dir|sel|ber|sa|gen|o|jüng|ling
906,3,"Anderes wird dir ein Gott eingeben. Ich denke, du bist nicht",anderes wird dir ein gott eingeben ich denke du bist nicht,an|de|res|wird|dir|ein|gott|ein|ge|ben|ich|den|ke|du|bist|nicht
907,3,Ohne waltende Götter geboren oder erzogen.,ohne waltende götter geboren oder erzogen,oh|ne|wal|ten|de|göt|ter|ge|bo|ren|o|der|er|zo|gen
908,3,"Als sie die Worte geredet, da wandelte Pallas Athene",als sie die worte geredet da wandelte pallas athene,als|sie|die|wor|te|ge|re|det|da|wan|del|te|pal|las|a|the|ne
909,3,"Eilend voran, und er folgte den Schritten der wandelnder Göttin.",eilend voran und er folgte den schritten der wandelnder göttin,ei|lend|vor|an|und|er|folg|te|den|schrit|ten|der|wan|deln|der|göt|tin
910,3,"Und sie erreichten die Sitze der pylischen Männer, wo Nestor",und sie erreichten die sitze der pylischen männer wo nestor,und|sie|er|reich|ten|die|sit|ze|der|py|li|schen|män|ner|wo|ne|stor
911,3,"Saß mit seinen Söhnen, und rings die Freunde zur Mahlzeit",saß mit seinen söhnen und rings die freunde zur mahlzeit,saß|mit|sei|nen|söh|nen|und|rings|die|freun|de|zur|mahl|zeit
912,3,"Eilten das Fleisch zu braten, und andres an Spieße zu stecken.",eilten das fleisch zu braten und andres an spieße zu stecken,eil|ten|das|fleisch|zu|bra|ten|und|an|dres|an|spie|ße|zu|ste|cken
913,3,"Als sie die Fremdlinge sahn, da kamen sie alle bei Haufen,",als sie die fremdlinge sahn da kamen sie alle bei haufen,als|sie|die|fremd|lin|ge|sahn|da|ka|men|sie|al|le|bei|hau|fen
914,3,"Reichten grüßend die Händ', und nötigten beide zum Sitze.",reichten grüßend die händ' und nötigten beide zum sitze,reich|ten|grü|ßend|die|händ'|und|nö|tig|ten|bei|de|zum|sit|ze
915,3,"Nestors Sohn vor allen, Peisistratos, nahte sich ihnen,",nestors sohn vor allen peisistratos nahte sich ihnen,ne|stors|sohn|vor|al|len|pei|si|stra|tos|nah|te|sich|ih|nen
916,3,"Nahm sie beid' an der Hand, und hieß sie sitzen am Mahle,",nahm sie beid' an der hand und hieß sie sitzen am mahle,nahm|sie|beid'|an|der|hand|und|hieß|sie|sit|zen|am|mah|le
917,3,"Auf dickwollichten Fellen, im Kieselsande des Meeres,",auf dickwollichten fellen im kieselsande des meeres,auf|dick|wol|lich|ten|fel|len|im|kie|sel|s|an|de|des|mee|res
918,3,Seinem Vater zur Seit' und Thrasymedes dem Bruder;,seinem vater zur seit' und thrasymedes dem bruder,sei|nem|va|ter|zur|seit'|und|thra|sy|me|des|dem|bru|der
919,3,"Legte vor jeden ein Teil der Eingeweide, und schenkte",legte vor jeden ein teil der eingeweide und schenkte,leg|te|vor|je|den|ein|teil|der|ein|ge|wei|de|und|schenk|te
920,3,"Wein in den goldenen Becher, und reicht' ihn mit herzlichem Handschlag",wein in den goldenen becher und reicht' ihn mit herzlichem handschlag,wein|in|den|gol|de|nen|be|cher|und|reicht'|ihn|mit|herz|li|chem|hand|schlag
921,3,"Pallas Athenen, der Tochter des wetterleuchtenden Gottes:",pallas athenen der tochter des wetterleuchtenden gottes,pal|las|a|the|nen|der|toch|ter|des|wet|ter|leuch|ten|den|got|tes
922,3,"Bete jetzt, o Fremdling, zum Meerbeherrscher Poseidon,",bete jetzt o fremdling zum meerbeherrscher poseidon,be|te|jetzt|o|fremd|ling|zum|meer|be|herr|scher|po|sei|don
923,3,Denn ihr findet uns hier an seinem heiligen Mahle.,denn ihr findet uns hier an seinem heiligen mahle,denn|ihr|fin|det|uns|hier|an|sei|nem|hei|li|gen|mah|le
924,3,"Hast du, der Sitte gemäß, dein Opfer gebracht und gebetet,",hast du der sitte gemäß dein opfer gebracht und gebetet,hast|du|der|sit|te|ge|mäß|dein|op|fer|ge|bracht|und|ge|be|tet
925,3,Dann gib diesem den Becher mit herzerfreuendem Weine,dann gib diesem den becher mit herzerfreuendem weine,dann|gib|die|sem|den|be|cher|mit|herz|er|freu|en|dem|wei|ne
926,3,Zum Trankopfer. Er wird doch auch die Unsterblichen gerne,zum trankopfer er wird doch auch die unsterblichen gerne,zum|tran|kop|fer|er|wird|doch|auch|die|un|sterb|li|chen|ger|ne
927,3,Anflehn; denn es bedürfen ja alle Menschen der Götter.,anflehn denn es bedürfen ja alle menschen der götter,an|flehn|denn|es|be|dür|fen|ja|al|le|men|schen|der|göt|ter
928,3,"Aber er ist der Jüngste, mit mir von einerlei Alter;",aber er ist der jüngste mit mir von einerlei alter,a|ber|er|ist|der|jüngs|te|mit|mir|von|ei|ner|lei|al|ter
929,3,Darum bring' ich dir zuerst den goldenen Becher.,darum bring' ich dir zuerst den goldenen becher,da|rum|bring'|ich|dir|zu|erst|den|gol|de|nen|be|cher
930,3,"Also sprach er, und reicht' ihr den Becher voll duftendes Weines.",also sprach er und reicht' ihr den becher voll duftendes weines,al|so|sprach|er|und|reicht'|ihr|den|be|cher|voll|duf|ten|des|wei|nes
931,3,"Und Athene ward froh des gerechten verständigen Mannes,",und athene ward froh des gerechten verständigen mannes,und|a|the|ne|ward|froh|des|ge|rech|ten|ver|stän|di|gen|man|nes
932,3,Weil er ihr zuerst den goldenen Becher gereichet;,weil er ihr zuerst den goldenen becher gereichet,weil|er|ihr|zu|erst|den|gol|de|nen|be|cher|ge|rei|chet
933,3,Und sie betete viel zum Meerbeherrscher Poseidon:,und sie betete viel zum meerbeherrscher poseidon,und|sie|be|te|te|viel|zum|meer|be|herr|scher|po|sei|don
934,3,"Höre mich, Poseidaon, du Erdumgürter! Verwirf nicht",höre mich poseidaon du erdumgürter verwirf nicht,hö|re|mich|po|sei|daon|du|erd|um|gür|ter|ver|wirf|nicht
935,3,"Unser frommes Gebet; erfülle, was wir begehren!",unser frommes gebet erfülle was wir begehren,un|ser|from|mes|ge|bet|er|fül|le|was|wir|be|geh|ren
936,3,Nestorn kröne vor allen und Nestors Söhne mit Ehre;,nestorn kröne vor allen und nestors söhne mit ehre,ne|storn|krö|ne|vor|al|len|und|ne|stors|söh|ne|mit|eh|re
937,3,Und erfreue dann auch die andern Männer von Pylos,und erfreue dann auch die andern männer von pylos,und|er|freu|e|dann|auch|die|an|dern|män|ner|von|py|los
938,3,Für ihr herrliches Opfer mit reicher Wiedervergeltung!,für ihr herrliches opfer mit reicher wiedervergeltung,für|ihr|herr|li|ches|op|fer|mit|rei|cher|wie|der|ver|gel|tung
939,3,Mich und Telemachos laß heimkehren als frohe Vollender,mich und telemachos laß heimkehren als frohe vollender,mich|und|te|le|ma|chos|laß|heim|keh|ren|als|fro|he|voll|en|der
940,3,"Dessen, warum wir hieher im schnellen Schiffe gekommen!",dessen warum wir hieher im schnellen schiffe gekommen,des|sen|war|um|wir|hie|her|im|schnel|len|schif|fe|ge|kom|men
941,3,"Also betete sie, und erfüllte selber die Bitte,",also betete sie und erfüllte selber die bitte,al|so|be|te|te|sie|und|er|füll|te|sel|ber|die|bit|te
942,3,Reichte Telemachos drauf den schönen doppelten Becher.,reichte telemachos drauf den schönen doppelten becher,reich|te|te|le|ma|chos|drauf|den|schö|nen|dop|pel|ten|be|cher
943,3,Eben so betete jetzt der geliebte Sohn von Odysseus.,eben so betete jetzt der geliebte sohn von odysseus,e|ben|so|be|te|te|jetzt|der|ge|lieb|te|sohn|von|o|dys|seus
944,3,"Als sie das Fleisch nun gebraten, und von den Spießen gezogen,",als sie das fleisch nun gebraten und von den spießen gezogen,als|sie|das|fleisch|nun|ge|bra|ten|und|von|den|spie|ßen|ge|zo|gen
945,3,"Teilten sie's allen umher, und feirten das prächtige Gastmahl.",teilten sie's allen umher und feirten das prächtige gastmahl,teil|ten|sie's|al|len|um|her|und|feir|ten|das|präch|ti|ge|gast|mahl
946,3,Und nachdem die Begierde des Tranks und der Speise gestillt war;,und nachdem die begierde des tranks und der speise gestillt war,und|nach|dem|die|be|gier|de|des|tranks|und|der|spei|se|ge|stillt|war
947,3,"Sprach der gerenische Greis, der Rossebändiger Nestor:",sprach der gerenische greis der rossebändiger nestor,sprach|der|ge|re|ni|sche|greis|der|ros|se|bän|di|ger|ne|stor
948,3,"Jetzo ziemt es sich besser, die fremden Gäste zu fragen,",jetzo ziemt es sich besser die fremden gäste zu fragen,jet|zo|ziemt|es|sich|bes|ser|die|frem|den|gäs|te|zu|fra|gen
949,3,"Wer sie sei'n, nachdem sie ihr Herz mit Speise gesättigt.",wer sie sei'n nachdem sie ihr herz mit speise gesättigt,wer|sie|sei'n|nach|dem|sie|ihr|herz|mit|spei|se|ge|sät|tigt
950,3,"Fremdlinge, sagt, wer seid ihr? Von wannen trägt euch die Woge?",fremdlinge sagt wer seid ihr von wannen trägt euch die woge,fremd|lin|ge|sagt|wer|seid|ihr|von|wan|nen|trägt|euch|die|wo|ge
951,3,"Habt ihr wo ein Gewerb', oder schweift ihr ohne Bestimmung",habt ihr wo ein gewerb' oder schweift ihr ohne bestimmung,habt|ihr|wo|ein|ge|wer|b'|o|der|schweift|ihr|oh|ne|be|stim|mung
952,3,"Hin und her auf der See: wie küstenumirrende Räuber,",hin und her auf der see wie küstenumirrende räuber,hin|und|her|auf|der|see|wie|küs|te|n|u|mir|ren|de|räu|ber
953,3,"Die ihr Leben verachten, um fremden Völkern zu schaden?",die ihr leben verachten um fremden völkern zu schaden,die|ihr|le|ben|ver|ach|ten|um|frem|den|völ|kern|zu|scha|den
954,3,"Und der verständige Jüngling Telemachos sagte dagegen,",und der verständige jüngling telemachos sagte dagegen,und|der|ver|stän|di|ge|jüng|ling|te|le|ma|chos|sag|te|da|ge|gen
955,3,"Ohne Furcht; denn ihm goß Athene Mut in die Seele,",ohne furcht denn ihm goß athene mut in die seele,oh|ne|furcht|denn|ihm|goß|a|the|ne|mut|in|die|see|le
956,3,"Daß er nach Kundschaft forschte vom langabwesenden Vater,",daß er nach kundschaft forschte vom langabwesenden vater,daß|er|nach|kund|schaft|forsch|te|vom|lang|ab|we|sen|den|va|ter
957,3,Und sich selber ein gutes Gerücht bei den Menschen erwürbe:,und sich selber ein gutes gerücht bei den menschen erwürbe,und|sich|sel|ber|ein|gu|tes|ge|rücht|bei|den|men|schen|er|wür|be
958,3,"Nestor, Neleus' Sohn, du großer Ruhm der Achaier",nestor neleus' sohn du großer ruhm der achaier,ne|stor|ne|leus'|sohn|du|gro|ßer|ruhm|der|a|chai|er
959,3,"Fragst, von wannen wir sei'n; ich will dir alles erzählen.",fragst von wannen wir sei'n ich will dir alles erzählen,fragst|von|wan|nen|wir|sei'n|ich|will|dir|al|les|er|zäh|len
960,3,"Siehe von Ithaka her am Neïon sind wir gekommen,",siehe von ithaka her am neïon sind wir gekommen,sie|he|von|i|tha|ka|her|am|neïon|sind|wir|ge|kom|men
961,3,"Nicht in Geschäften des Volks, im eigenen; dieses vernimm jetzt:",nicht in geschäften des volks im eigenen dieses vernimm jetzt,nicht|in|ge|schäf|ten|des|volks|im|ei|ge|nen|die|ses|ver|nimm|jetzt
962,3,"Meines edlen Vaters verbreiteten Ruhm zu erforschen,",meines edlen vaters verbreiteten ruhm zu erforschen,mei|nes|ed|len|va|ters|ver|brei|te|ten|ruhm|zu|er|for|schen
963,3,"Reis' ich umher, Odysseus des Leidengeübten, der ehmals,",reis' ich umher odysseus des leidengeübten der ehmals,reis'|ich|um|her|o|dys|seus|des|lei|den|ge|üb|ten|der|eh|mals
964,3,"Sagt man, streitend mit dir, die Stadt der Troer zerstört hat.",sagt man streitend mit dir die stadt der troer zerstört hat,sagt|man|strei|tend|mit|dir|die|stadt|der|tro|er|zer|stört|hat
965,3,"Von den übrigen allen, die einst vor Ilion kämpften,",von den übrigen allen die einst vor ilion kämpften,von|den|üb|ri|gen|al|len|die|einst|vor|ili|on|kämpf|ten
966,3,"Hörten wir doch, wie jeder dem grausamen Tode dahinsank;",hörten wir doch wie jeder dem grausamen tode dahinsank,hör|ten|wir|doch|wie|je|der|dem|grau|sa|men|to|de|da|hin|sank
967,3,Aber von jenem verbarg sogar das Ende Kronion.,aber von jenem verbarg sogar das ende kronion,a|ber|von|je|nem|ver|barg|so|gar|das|en|de|kro|ni|on
968,3,"Niemand weiß uns den Ort zu nennen, wo er gestorben:",niemand weiß uns den ort zu nennen wo er gestorben,nie|mand|weiß|uns|den|ort|zu|nen|nen|wo|er|ge|stor|ben
